epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
39,49.9129,1.30466,2.51068,1.38393,1,0.93254,0.995,0.69789,1.39393,2.4229,1.149,0.000108998,0.000108998,0.000108998
40,51.2514,1.38673,2.60556,1.38379,1,0.93254,0.995,0.69789,1.39393,2.4229,1.149,0.000106918,0.000106918,0.000106918
41,52.6167,1.53097,3.14196,1.43168,1,0.98755,0.995,0.69855,1.24748,2.03721,1.09225,0.000104584,0.000104584,0.000104584
42,53.9593,1.0659,2.16712,1.13565,1,0.98755,0.995,0.69855,1.24748,2.03721,1.09225,0.000101996,0.000101996,0.000101996
43,55.3419,1.17735,3.15357,1.08324,1,0.9944,0.995,0.699,1.22641,2.10228,1.07964,9.91549e-05,9.91549e-05,9.91549e-05
44,56.6567,1.17376,2.31851,1.18432,1,0.9944,0.995,0.699,1.22641,2.10228,1.07964,9.60596e-05,9.60596e-05,9.60596e-05
45,57.9584,1.34531,4.84466,1.25982,0.99428,1,0.995,0.6965,1.25262,1.85168,1.05534,9.27106e-05,9.27106e-05,9.27106e-05
46,59.1583,1.12595,2.62551,1.23153,0.99428,1,0.995,0.6965,1.25262,1.85168,1.05534,8.91079e-05,8.91079e-05,8.91079e-05
47,60.4031,1.16441,3.1482,1.20452,0.9909,1,0.995,0.72357,1.27091,1.70188,1.03939,8.52513e-05,8.52513e-05,8.52513e-05
48,61.687,0.95592,3.44732,1.07242,0.9909,1,0.995,0.72357,1.27091,1.70188,1.03939,8.1141e-05,8.1141e-05,8.1141e-05
49,62.99,1.08016,2.37987,1.22016,0.9898,1,0.995,0.72489,1.27036,1.57431,1.03086,7.6777e-05,7.6777e-05,7.6777e-05
50,64.2892,0.95274,2.88139,1.12442,0.9898,1,0.995,0.72489,1.27036,1.57431,1.03086,7.21591e-05,7.21591e-05,7.21591e-05
51,103.545,0.89032,3.48428,0.9824,0.98805,1,0.995,0.6965,1.30497,1.5498,1.02779,6.72875e-05,6.72875e-05,6.72875e-05
52,105.014,1.03397,3.35841,1.03857,0.98805,1,0.995,0.6965,1.30497,1.5498,1.02779,6.21621e-05,6.21621e-05,6.21621e-05
53,106.411,0.97319,3.12914,1.08038,0.98805,1,0.995,0.6965,1.30497,1.5498,1.02779,5.6783e-05,5.6783e-05,5.6783e-05
54,107.739,1.15675,3.265,1.17616,0.98395,1,0.995,0.6965,1.33305,1.42435,1.02607,5.115e-05,5.115e-05,5.115e-05
55,109.063,0.98536,2.65218,1.08673,0.98395,1,0.995,0.6965,1.33305,1.42435,1.02607,4.52633e-05,4.52633e-05,4.52633e-05
56,110.353,1.08024,2.98837,1.18517,0.98395,1,0.995,0.6965,1.33305,1.42435,1.02607,3.91229e-05,3.91229e-05,3.91229e-05
57,111.605,0.89886,2.77903,0.99984,0.98139,1,0.995,0.64933,1.33944,1.36523,1.0278,3.27286e-05,3.27286e-05,3.27286e-05
58,112.813,1.11497,3.37414,1.09132,0.98139,1,0.995,0.64933,1.33944,1.36523,1.0278,2.60806e-05,2.60806e-05,2.60806e-05
59,114.039,1.06387,3.26529,1.04985,0.98139,1,0.995,0.64933,1.33944,1.36523,1.0278,1.91789e-05,1.91789e-05,1.91789e-05
60,115.282,0.96884,2.991,1.16118,0.97892,1,0.995,0.64882,1.35458,1.26557,1.03368,1.20233e-05,1.20233e-05,1.20233e-05
