epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
55,58.4616,0.18966,2.14769,1.33306,0.45252,0.45252,0.27875,0.20618,0.21487,6.63573,1.53379,0.000502632,0.000502632,0.000502632
56,59.3754,0.20494,2.56703,1.45024,0.45252,0.45252,0.27875,0.20618,0.21487,6.63573,1.53379,0.00050105,0.00050105,0.00050105
57,60.3003,0.19925,2.32046,1.41616,0.96203,0.5,0.745,0.48438,0.21,2.94403,1.24119,0.000499072,0.000499072,0.000499072
58,61.2319,0.18082,2.93233,1.23816,0.96203,0.5,0.745,0.48438,0.21,2.94403,1.24119,0.000496698,0.000496698,0.000496698
59,62.1496,0.19211,2.58735,1.24283,0.96203,0.5,0.745,0.48438,0.21,2.94403,1.24119,0.000493928,0.000493928,0.000493928
60,63.1344,0.15435,1.80838,1.19175,1,0.98969,0.995,0.64668,0.19511,2.19975,1.1721,0.000490762,0.000490762,0.000490762
61,64.0906,0.17266,1.8627,1.17318,1,0.98969,0.995,0.64668,0.19511,2.19975,1.1721,0.0004872,0.0004872,0.0004872
62,65.104,0.16563,1.94138,1.14664,1,0.98969,0.995,0.64668,0.19511,2.19975,1.1721,0.000483242,0.000483242,0.000483242
63,66.1262,0.14435,1.57261,1.09288,1,0.9792,0.995,0.72133,0.17823,2.37981,1.12112,0.000478888,0.000478888,0.000478888
64,67.117,0.16421,1.9138,1.12934,1,0.9792,0.995,0.72133,0.17823,2.37981,1.12112,0.000474138,0.000474138,0.000474138
65,68.1329,0.14432,1.91193,1.17496,1,0.9792,0.995,0.72133,0.17823,2.37981,1.12112,0.000468992,0.000468992,0.000468992
66,69.1418,0.15235,1.88419,1.13792,1,0.98737,0.995,0.62183,0.20275,2.38081,1.15861,0.00046345,0.00046345,0.00046345
67,70.0479,0.16612,2.01353,1.20957,1,0.98737,0.995,0.62183,0.20275,2.38081,1.15861,0.000457512,0.000457512,0.000457512
68,70.9469,0.12597,1.72073,1.01805,1,0.98737,0.995,0.62183,0.20275,2.38081,1.15861,0.000451178,0.000451178,0.000451178
69,71.9155,0.16893,2.29349,1.21417,1,0.9917,0.995,0.63006,0.20518,2.38567,1.17272,0.000444448,0.000444448,0.000444448
70,72.9057,0.14797,1.72762,1.0318,1,0.9917,0.995,0.63006,0.20518,2.38567,1.17272,0.000437322,0.000437322,0.000437322
71,73.8619,0.14129,1.47391,1.12302,1,0.9917,0.995,0.63006,0.20518,2.38567,1.17272,0.0004298,0.0004298,0.0004298
72,74.8477,0.15372,1.56357,1.15854,0.99044,1,0.995,0.6963,0.19661,1.76523,1.15893,0.000421882,0.000421882,0.000421882
73,75.7724,0.14385,1.40447,1.16909,0.99044,1,0.995,0.6963,0.19661,1.76523,1.15893,0.000413568,0.000413568,0.000413568
74,76.689,0.13273,1.60063,1.05582,0.99044,1,0.995,0.6963,0.19661,1.76523,1.15893,0.000404858,0.000404858,0.000404858
75,77.706,0.11706,1.45749,1.02119,0.97611,1,0.995,0.64657,0.15839,1.46344,1.02102,0.000395752,0.000395752,0.000395752
76,78.6647,0.13669,1.67137,1.09049,0.97611,1,0.995,0.64657,0.15839,1.46344,1.02102,0.00038625,0.00038625,0.00038625
77,79.5974,0.12235,1.52046,1.00141,0.97611,1,0.995,0.64657,0.15839,1.46344,1.02102,0.000376352,0.000376352,0.000376352
78,80.6965,0.11773,1.69703,1.01507,0.97061,1,0.995,0.72133,0.14441,1.57834,0.96777,0.000366058,0.000366058,0.000366058
79,81.7352,0.12348,1.8161,1.08346,0.97061,1,0.995,0.72133,0.14441,1.57834,0.96777,0.000355368,0.000355368,0.000355368
80,82.8304,0.14096,1.5976,1.02591,0.97061,1,0.995,0.72133,0.14441,1.57834,0.96777,0.000344282,0.000344282,0.000344282
81,84.0642,0.10202,1.28337,0.99364,0.97643,1,0.995,0.74609,0.13137,1.42784,0.93485,0.0003328,0.0003328,0.0003328
82,85.4359,0.13373,1.4919,0.97468,0.97643,1,0.995,0.74609,0.13137,1.42784,0.93485,0.000320922,0.000320922,0.000320922
83,86.656,0.15563,2.03725,1.15484,0.97643,1,0.995,0.74609,0.13137,1.42784,0.93485,0.000308648,0.000308648,0.000308648
84,87.7215,0.13977,1.34533,1.03487,0.98215,1,0.995,0.7461,0.12652,1.32616,0.92481,0.000295978,0.000295978,0.000295978
85,88.6786,0.11573,1.36026,0.98174,0.98215,1,0.995,0.7461,0.12652,1.32616,0.92481,0.000282912,0.000282912,0.000282912
86,89.6776,0.11605,1.33779,0.90669,0.98215,1,0.995,0.7461,0.12652,1.32616,0.92481,0.00026945,0.00026945,0.00026945
87,90.6694,0.18919,1.7431,1.24382,0.98215,1,0.995,0.7461,0.12652,1.32616,0.92481,0.000255592,0.000255592,0.000255592
88,91.8285,0.12317,1.32515,1.06664,0.98257,1,0.995,0.84562,0.1252,1.04387,0.90977,0.000241338,0.000241338,0.000241338
89,92.829,0.10978,1.42146,0.94378,0.98257,1,0.995,0.84562,0.1252,1.04387,0.90977,0.000226688,0.000226688,0.000226688
90,93.8991,0.13829,1.65106,1.01316,0.98257,1,0.995,0.84562,0.1252,1.04387,0.90977,0.000211642,0.000211642,0.000211642
91,100.991,0.10855,1.33886,1.04563,0.98257,1,0.995,0.84562,0.1252,1.04387,0.90977,0.0001962,0.0001962,0.0001962
92,102.112,0.09414,1.18648,0.9738,0.98242,1,0.995,0.84564,0.11806,0.89495,0.911,0.000180362,0.000180362,0.000180362
93,103.269,0.11446,1.30304,1.00318,0.98242,1,0.995,0.84564,0.11806,0.89495,0.911,0.000164128,0.000164128,0.000164128
94,104.262,0.10774,1.22881,1.02359,0.98242,1,0.995,0.84564,0.11806,0.89495,0.911,0.000147498,0.000147498,0.000147498
95,105.227,0.1263,1.42087,0.95842,0.98242,1,0.995,0.84564,0.11806,0.89495,0.911,0.000130472,0.000130472,0.000130472
96,106.245,0.11443,1.17466,1.04289,0.98261,1,0.995,0.84565,0.1096,0.9332,0.89516,0.00011305,0.00011305,0.00011305
97,107.201,0.11588,1.45607,1.04845,0.98261,1,0.995,0.84565,0.1096,0.9332,0.89516,9.5232e-05,9.5232e-05,9.5232e-05
98,108.158,0.09164,1.19101,0.97761,0.98261,1,0.995,0.84565,0.1096,0.9332,0.89516,7.7018e-05,7.7018e-05,7.7018e-05
99,109.143,0.09041,1.22865,0.86005,0.98261,1,0.995,0.84565,0.1096,0.9332,0.89516,5.8408e-05,5.8408e-05,5.8408e-05
100,110.268,0.10146,1.18149,0.93653,0.98254,1,0.995,0.84565,0.10517,0.92356,0.89108,3.9402e-05,3.9402e-05,3.9402e-05
1,10.9646,2.62028,19.4466,2.32001,0,0,0,0,3.17166,8.0198,2.80783,0,0,0
2,11.9535,3.40641,35.0362,2.81649,0,0,0,0,3.24418,7.21988,2.70412,1.802e-05,1.802e-05,1.802e-05
3,12.7893,3.19172,22.6148,2.59185,0.00167,0.5,0.0013,0.00026,3.56336,7.59586,2.53479,3.208e-05,3.208e-05,3.208e-05
4,13.5185,2.97308,24.9641,2.3852,0.00167,0.5,0.00208,0.00021,3.52025,7.3666,2.4145,4.218e-05,4.218e-05,4.218e-05
5,14.325,3.32185,21.382,2.48415,0.00167,0.5,0.00214,0.00021,3.42143,7.25547,2.34569,4.832e-05,4.832e-05,4.832e-05
6,15.0458,3.30551,22.2059,2.83415,0.00167,0.5,0.00222,0.00044,3.3405,7.17772,2.2917,5.05e-05,5.05e-05,5.05e-05
7,15.7657,2.60443,17.9626,2.25784,0.00167,0.5,0.00233,0.00047,3.27908,7.02318,2.25097,4.872e-05,4.872e-05,4.872e-05
8,16.4827,3.31863,26.3739,2.60867,0.00167,0.5,0.00243,0.00073,3.21593,6.95965,2.21416,4.298e-05,4.298e-05,4.298e-05
9,17.2516,3.24649,24.8303,2.54025,0.00167,0.5,0.00245,0.00074,3.16458,6.5782,2.17908,3.328e-05,3.328e-05,3.328e-05
10,18.009,2.88481,20.7452,2.58667,0.00167,0.5,0.00256,0.00077,3.1823,6.50202,2.17769,1.962e-05,1.962e-05,1.962e-05
1,2.86741,3.06843,23.1437,2.55236,0,0,0,0,3.17719,7.95173,2.80984,0,0,0
2,3.79884,2.58802,13.1867,2.12379,0,0,0,0,3.24775,7.09275,2.69613,1.9802e-05,1.9802e-05,1.9802e-05
3,4.82583,2.91839,17.7387,2.33301,0.00167,0.5,0.00131,0.00026,3.54843,7.54374,2.53115,3.9208e-05,3.9208e-05,3.9208e-05
4,5.72901,3.08253,13.5005,2.49131,0.00167,0.5,0.00132,0.0004,3.54714,7.41284,2.4417,5.8218e-05,5.8218e-05,5.8218e-05
5,6.61179,2.62665,14.1878,2.11436,0.00167,0.5,0.00209,0.00021,3.45632,7.24985,2.38231,7.6832e-05,7.6832e-05,7.6832e-05
6,7.44263,3.11214,13.2891,2.52016,0.00167,0.5,0.0021,0.00042,3.37645,7.14369,2.33606,9.505e-05,9.505e-05,9.505e-05
7,8.28523,2.542,28.4891,2.21937,0.00167,0.5,0.00215,0.00043,3.32394,7.14064,2.30796,0.000112872,0.000112872,0.000112872
8,9.22839,3.10415,14.8728,2.68214,0.00167,0.5,0.00217,0.00043,3.30234,7.05198,2.26859,0.000130298,0.000130298,0.000130298
9,10.0456,2.82246,16.7836,2.52461,0.00167,0.5,0.00228,0.00046,3.28294,6.99477,2.25452,0.000147328,0.000147328,0.000147328
10,10.8461,2.82827,13.6381,2.47322,0.00167,0.5,0.00227,0.00068,3.24881,6.99163,2.23545,0.000163962,0.000163962,0.000163962
11,11.6666,2.9579,13.4441,2.39773,0,0,0,0,2.88614,20.6404,2.30933,0.0001802,0.0001802,0.0001802
12,12.7645,2.41534,8.81372,2.06546,0.77496,0.5,0.49543,0.19919,2.79364,24.797,2.53044,0.000196042,0.000196042,0.000196042
13,13.8746,2.44094,6.28441,1.9601,0.31796,0.5,0.25299,0.10018,2.91478,39.7661,2.59385,0.000211488,0.000211488,0.000211488
14,14.9905,2.42641,8.7343,1.93179,0.72642,0.5,0.49974,0.1986,2.9683,28.5059,2.51647,0.000226538,0.000226538,0.000226538
15,16.0177,2.16345,5.19377,1.58462,0.23562,0.5,0.16542,0.08271,2.81529,16.6262,2.37463,0.000241192,0.000241192,0.000241192
16,17.1546,2.12089,5.01856,1.88411,0.05242,0.5,0.05611,0.02138,2.50672,11.9893,2.07855,0.00025545,0.00025545,0.00025545
17,18.1132,2.05453,3.48051,1.64622,0.19703,0.5,0.17816,0.05484,2.36187,11.1204,1.97517,0.000269312,0.000269312,0.000269312
18,19.034,1.74354,3.84753,1.54729,0.19703,0.5,0.17816,0.05484,2.36187,11.1204,1.97517,0.000282778,0.000282778,0.000282778
19,20.012,1.52801,3.10397,1.40969,0.01193,0.5,0.01598,0.00979,1.76697,9.67569,1.3896,0.000295848,0.000295848,0.000295848
20,21.0181,1.71536,2.79147,1.39263,0.01193,0.5,0.01598,0.00979,1.76697,9.67569,1.3896,0.000308522,0.000308522,0.000308522
21,21.9943,1.63255,3.20503,1.32714,0.32275,0.5,0.28596,0.17158,1.55889,8.19482,1.204,0.0003208,0.0003208,0.0003208
22,23.1346,1.28478,2.46083,1.13151,0.32275,0.5,0.28596,0.17158,1.55889,8.19482,1.204,0.000332682,0.000332682,0.000332682
23,24.1557,1.29367,1.91105,1.19325,0.18919,1,0.199,0.12934,1.50302,10.6619,1.15137,0.000344168,0.000344168,0.000344168
24,25.087,1.53456,2.43567,1.26082,0.18919,1,0.199,0.12934,1.50302,10.6619,1.15137,0.000355258,0.000355258,0.000355258
25,26.0436,1.45751,3.25126,1.20969,0.15424,1,0.16583,0.12063,1.262,29.1346,1.07955,0.000365952,0.000365952,0.000365952
26,26.967,1.27362,1.90141,1.16053,0.15424,1,0.16583,0.12063,1.262,29.1346,1.07955,0.00037625,0.00037625,0.00037625
27,27.9619,1.55064,2.28955,1.44702,0.64204,0.92613,0.82833,0.66267,1.20955,4.19541,1.04894,0.000386152,0.000386152,0.000386152
28,28.9621,1.19453,1.4784,0.98805,0.64204,0.92613,0.82833,0.66267,1.20955,4.19541,1.04894,0.000395658,0.000395658,0.000395658
29,30.0091,1.55637,2.23209,1.34319,0.95334,0.5,0.51773,0.16116,1.83136,4.76786,1.40433,0.000404768,0.000404768,0.000404768
30,30.972,1.11235,1.52791,1.05393,0.95334,0.5,0.51773,0.16116,1.83136,4.76786,1.40433,0.000413482,0.000413482,0.000413482
31,31.9432,1.39043,1.88994,1.19656,0.9044,0.5,0.51826,0.16025,2.29636,5.45217,1.6078,0.0004218,0.0004218,0.0004218
32,32.9503,1.35339,1.82652,1.22684,0.9044,0.5,0.51826,0.16025,2.29636,5.45217,1.6078,0.000429722,0.000429722,0.000429722
33,33.9232,1.15027,1.62555,1.04063,0.61738,0.85213,0.82833,0.23354,2.23081,5.93796,1.49238,0.000437248,0.000437248,0.000437248
34,34.8563,1.25148,1.5585,1.20357,0.61738,0.85213,0.82833,0.23354,2.23081,5.93796,1.49238,0.000444378,0.000444378,0.000444378
35,35.8161,1.32212,1.71261,1.18101,0.94836,0.5,0.50133,0.10506,1.97184,9.55613,1.3655,0.000451112,0.000451112,0.000451112
36,36.7531,1.48394,1.56488,1.17063,0.94836,0.5,0.50133,0.10506,1.97184,9.55613,1.3655,0.00045745,0.00045745,0.00045745
37,37.7496,1.10999,1.53483,1.09058,0.89756,0.5,0.49978,0.10304,2.04576,16.4204,1.37144,0.000463392,0.000463392,0.000463392
38,38.7035,1.73052,1.92309,1.37128,0.89756,0.5,0.49978,0.10304,2.04576,16.4204,1.37144,0.000468938,0.000468938,0.000468938
39,39.6744,1.48436,1.59352,1.24934,0.84475,0.5,0.49941,0.10286,2.08186,20.0905,1.35978,0.000474088,0.000474088,0.000474088
40,40.6188,1.28491,1.26005,1.14553,0.84475,0.5,0.49941,0.10286,2.08186,20.0905,1.35978,0.000478842,0.000478842,0.000478842
41,41.6068,1.24193,1.48172,1.20405,0.92045,0.5,0.50003,0.20001,1.91251,12.3887,1.2251,0.0004832,0.0004832,0.0004832
42,42.6427,1.14988,1.0422,1.04315,0.92045,0.5,0.50003,0.20001,1.91251,12.3887,1.2251,0.000487162,0.000487162,0.000487162
43,43.6889,1.27229,1.59921,1.07189,0.94901,0.5,0.49963,0.24815,2.08178,7.40979,1.33471,0.000490728,0.000490728,0.000490728
44,44.6702,1.13484,1.19654,1.10782,0.94901,0.5,0.49963,0.24815,2.08178,7.40979,1.33471,0.000493898,0.000493898,0.000493898
45,45.6396,1.21144,1.98592,1.12279,0.55288,0.5,0.50056,0.2985,1.96164,5.04015,1.29056,0.000496672,0.000496672,0.000496672
46,46.7328,1.20542,1.09369,1.10966,0.55288,0.5,0.50056,0.2985,1.96164,5.04015,1.29056,0.00049905,0.00049905,0.00049905
47,47.7458,1.42377,1.56059,1.28813,0.1628,0.5,0.25712,0.20294,1.14099,3.54067,1.02673,0.000501032,0.000501032,0.000501032
1,2.68627,3.05327,45.1198,2.56096,0,0,0,0,3.14189,12.0057,2.83108,0,0,0
2,3.71025,2.53364,20.7015,2.07938,0,0,0,0,3.19517,10.9211,2.72299,7.61387e-06,7.61387e-06,7.61387e-06
3,4.67952,2.85607,31.1911,2.32264,0,0,0,0,3.40289,12.0709,2.58231,1.50755e-05,1.50755e-05,1.50755e-05
4,5.653,2.82572,24.5883,2.40779,0,0,0,0,3.44401,12.48,2.5032,2.23848e-05,2.23848e-05,2.23848e-05
5,6.60284,2.56879,26.556,2.12969,0,0,0,0,3.43473,12.3799,2.43342,2.95419e-05,2.95419e-05,2.95419e-05
6,7.54349,3.11243,23.2943,2.51715,0,0,0,0,3.3719,12.3465,2.39081,3.65467e-05,3.65467e-05,3.65467e-05
7,8.48205,2.60875,53.2707,2.26181,0,0,0,0,3.32583,12.4609,2.36122,4.33993e-05,4.33993e-05,4.33993e-05
8,9.42414,3.07933,26.509,2.68705,0,0,0,0,3.33691,12.2155,2.32117,5.00996e-05,5.00996e-05,5.00996e-05
9,10.3721,2.79459,27.6875,2.47651,0,0,0,0,3.3205,12.0455,2.30573,5.66476e-05,5.66476e-05,5.66476e-05
10,11.3564,2.76642,23.5791,2.44904,0,0,0,0,3.28231,11.9913,2.28294,6.30434e-05,6.30434e-05,6.30434e-05
11,12.3022,2.93681,24.5519,2.40807,0,0,0,0,3.29149,11.8346,2.2691,6.92869e-05,6.92869e-05,6.92869e-05
12,13.3777,2.66837,21.6063,2.32414,0,0,0,0,3.21852,19.3952,2.18424,7.53781e-05,7.53781e-05,7.53781e-05
13,14.7173,2.57419,13.3353,2.32141,0,0,0,0,3.14952,30.4839,2.14031,8.13171e-05,8.13171e-05,8.13171e-05
14,16.2261,2.56798,16.4463,2.16711,0,0,0,0,3.07292,43.5176,2.32444,8.71039e-05,8.71039e-05,8.71039e-05
15,17.6718,2.54915,11.2282,2.11301,0,0,0,0,3.03649,64.9007,2.57259,9.27383e-05,9.27383e-05,9.27383e-05
16,18.9965,2.18762,10.0162,2.03245,0,0,0,0,2.84763,49.5695,2.67196,9.82205e-05,9.82205e-05,9.82205e-05
17,20.3379,2.4159,7.80539,2.02857,0.25,0.5,0.31125,0.06225,2.76415,34.8272,2.51249,0.00010355,0.00010355,0.00010355
18,21.6752,2.41441,7.94863,2.11087,0.25,0.5,0.31125,0.06225,2.76415,34.8272,2.51249,0.000108728,0.000108728,0.000108728
19,23.0226,1.6949,6.00582,1.62939,0.44635,0.5,0.2645,0.13395,2.5705,18.9951,2.05408,0.000113754,0.000113754,0.000113754
20,24.2618,1.91386,5.30178,1.62847,0.44635,0.5,0.2645,0.13395,2.5705,18.9951,2.05408,0.000118627,0.000118627,0.000118627
21,25.5401,1.84429,6.78105,1.84772,0.48403,0.5,0.535,0.35795,2.08458,16.3901,1.59379,0.000123348,0.000123348,0.000123348
22,26.8756,1.80017,5.82862,1.7162,0.48403,0.5,0.535,0.35795,2.08458,16.3901,1.59379,0.000127916,0.000127916,0.000127916
23,28.1798,1.7315,4.07382,1.63125,0.94387,0.5,0.60611,0.37548,1.73677,9.76474,1.3071,0.000132333,0.000132333,0.000132333
24,29.4213,1.51157,4.84592,1.4208,0.94387,0.5,0.60611,0.37548,1.73677,9.76474,1.3071,0.000136597,0.000136597,0.000136597
25,30.7464,1.49696,6.88798,1.35161,0.94629,0.5,0.62,0.45725,1.53809,7.17844,1.23314,0.000140709,0.000140709,0.000140709
26,32.0515,1.56229,3.84757,1.4179,0.94629,0.5,0.62,0.45725,1.53809,7.17844,1.23314,0.000144668,0.000144668,0.000144668
27,33.3645,1.68119,4.33161,1.54849,0.94329,0.5,0.63786,0.46893,1.44828,5.65771,1.17783,0.000148475,0.000148475,0.000148475
28,34.6552,1.4698,2.95981,1.25082,0.94329,0.5,0.63786,0.46893,1.44828,5.65771,1.17783,0.000152131,0.000152131,0.000152131
29,35.9572,1.61162,4.65404,1.45495,0.65906,1,0.82833,0.56417,1.42823,4.6516,1.19181,0.000155633,0.000155633,0.000155633
30,37.3162,1.231,3.7971,1.20138,0.65906,1,0.82833,0.56417,1.42823,4.6516,1.19181,0.000158984,0.000158984,0.000158984
31,38.6658,1.49527,3.77852,1.29889,1,0.96938,0.995,0.61437,1.4843,3.70778,1.20353,0.000162182,0.000162182,0.000162182
32,40.4372,1.38039,3.4134,1.40284,1,0.96938,0.995,0.61437,1.4843,3.70778,1.20353,0.000165228,0.000165228,0.000165228
33,42.3552,1.40268,3.30057,1.29335,1,0.91966,0.995,0.64774,1.45914,3.39319,1.1582,0.000168122,0.000168122,0.000168122
34,43.8195,1.29261,2.96401,1.26967,1,0.91966,0.995,0.64774,1.45914,3.39319,1.1582,0.000170863,0.000170863,0.000170863
35,45.3897,1.39788,3.41077,1.29895,1,0.9571,0.995,0.59805,1.56193,3.41383,1.16854,0.000173453,0.000173453,0.000173453
36,46.7252,1.3439,3.16401,1.27496,1,0.9571,0.995,0.59805,1.56193,3.41383,1.16854,0.00017589,0.00017589,0.00017589
37,47.9469,1.23183,3.30952,1.17507,0.98085,1,0.995,0.60438,1.53702,2.49442,1.14197,0.000178174,0.000178174,0.000178174
38,49.1257,1.2419,3.48958,1.20132,0.98085,1,0.995,0.60438,1.53702,2.49442,1.14197,0.000180307,0.000180307,0.000180307
39,50.3899,1.22424,2.78098,1.31849,0.97926,1,0.995,0.60471,1.41808,1.87874,1.08903,0.000182287,0.000182287,0.000182287
40,51.5832,1.30783,2.39021,1.33306,0.97926,1,0.995,0.60471,1.41808,1.87874,1.08903,0.000184115,0.000184115,0.000184115
41,52.8049,1.2627,2.70019,1.24442,0.98178,1,0.995,0.60458,1.39398,1.69625,1.07356,0.00018579,0.00018579,0.00018579
42,54.086,1.15542,1.81161,1.14742,0.98178,1,0.995,0.60458,1.39398,1.69625,1.07356,0.000187314,0.000187314,0.000187314
43,55.3471,1.26545,2.66115,1.14179,0.98838,1,0.995,0.54932,1.64777,1.60626,1.1484,0.000188685,0.000188685,0.000188685
44,56.5283,1.11433,2.28646,1.18423,0.98838,1,0.995,0.54932,1.64777,1.60626,1.1484,0.000189904,0.000189904,0.000189904
45,57.7026,1.42384,4.62855,1.24134,1,0.98227,0.995,0.52735,1.88942,1.9009,1.24869,0.00019097,0.00019097,0.00019097
46,58.9453,1.16371,2.44844,1.23385,1,0.98227,0.995,0.52735,1.88942,1.9009,1.24869,0.000191885,0.000191885,0.000191885
47,60.19,1.17174,2.78155,1.23046,1,0.98006,0.995,0.49138,2.05168,1.83791,1.4339,0.000192647,0.000192647,0.000192647
48,61.3837,0.96101,3.05853,1.01464,1,0.98006,0.995,0.49138,2.05168,1.83791,1.4339,0.000193257,0.000193257,0.000193257
49,62.6227,1.00622,1.93301,1.0852,1,0.97504,0.995,0.49138,1.85519,1.84029,1.2745,0.000193714,0.000193714,0.000193714
50,63.7628,0.79403,2.18985,0.96286,1,0.97504,0.995,0.49138,1.85519,1.84029,1.2745,0.000194019,0.000194019,0.000194019
51,65.0025,1.07154,1.74799,1.16293,0.66667,1,0.82833,0.522,1.36557,2.41411,1.10228,0.000194173,0.000194173,0.000194173
52,66.3084,1.17078,1.70603,1.18059,0.66667,1,0.82833,0.522,1.36557,2.41411,1.10228,0.000194173,0.000194173,0.000194173
53,67.456,0.99682,1.4842,1.08264,0.66667,1,0.82833,0.522,1.36557,2.41411,1.10228,0.000194022,0.000194022,0.000194022
1,2.75166,3.05327,45.1198,2.56096,0,0,0,0,3.14189,12.0057,2.83108,0,0,0
2,3.84443,2.53364,20.7015,2.07938,0,0,0,0,3.19517,10.9211,2.72299,7.56311e-06,7.56311e-06,7.56311e-06
3,4.9364,2.85607,31.1911,2.32264,0,0,0,0,3.40289,12.0709,2.58231,1.48725e-05,1.48725e-05,1.48725e-05
4,5.93139,2.82572,24.5883,2.40779,0,0,0,0,3.44401,12.48,2.5032,2.1928e-05,2.1928e-05,2.1928e-05
5,6.88077,2.56879,26.556,2.12969,0,0,0,0,3.43473,12.3799,2.43342,2.87298e-05,2.87298e-05,2.87298e-05
6,7.85166,3.11243,23.2943,2.51715,0,0,0,0,3.3719,12.3465,2.39081,3.52779e-05,3.52779e-05,3.52779e-05
7,8.85119,2.60875,53.2707,2.26181,0,0,0,0,3.32583,12.4609,2.36122,4.15721e-05,4.15721e-05,4.15721e-05
8,9.79899,3.07933,26.509,2.68705,0,0,0,0,3.33691,12.2155,2.32117,4.76126e-05,4.76126e-05,4.76126e-05
9,10.7672,2.79459,27.6875,2.47651,0,0,0,0,3.3205,12.0455,2.30573,5.33994e-05,5.33994e-05,5.33994e-05
10,11.7368,2.76642,23.5791,2.44904,0,0,0,0,3.28231,11.9913,2.28294,5.89323e-05,5.89323e-05,5.89323e-05
11,12.7036,2.93681,24.5519,2.40807,0,0,0,0,3.29149,11.8346,2.2691,6.42115e-05,6.42115e-05,6.42115e-05
12,13.7875,2.66837,21.6063,2.32414,0,0,0,0,3.19975,18.1997,2.18129,6.92369e-05,6.92369e-05,6.92369e-05
13,15.1945,2.5853,13.5962,2.32724,0,0,0,0,3.14077,28.7206,2.13907,7.40086e-05,7.40086e-05,7.40086e-05
14,16.5612,2.53109,16.5607,2.16623,0,0,0,0,3.00635,43.2339,2.20217,7.85264e-05,7.85264e-05,7.85264e-05
15,17.8857,2.65184,11.9058,2.15972,0,0,0,0,2.79422,57.6825,2.262,8.27905e-05,8.27905e-05,8.27905e-05
16,19.2204,2.10594,10.1755,2.03213,0,0,0,0,2.48633,43.1456,2.28306,8.68009e-05,8.68009e-05,8.68009e-05
17,20.5584,2.43939,8.26248,2.0336,0,0,0,0,2.46196,38.3828,2.18168,9.05574e-05,9.05574e-05,9.05574e-05
18,21.8327,2.38738,8.35714,2.06183,0,0,0,0,2.46196,38.3828,2.18168,9.40602e-05,9.40602e-05,9.40602e-05
19,23.174,1.84135,6.444,1.73814,0.30578,0.5,0.2645,0.05841,2.62376,33.5342,1.94479,9.73093e-05,9.73093e-05,9.73093e-05
20,24.5072,2.09173,5.99539,1.75588,0.30578,0.5,0.2645,0.05841,2.62376,33.5342,1.94479,0.000100305,0.000100305,0.000100305
21,25.8592,2.30411,7.32801,2.1359,0.58101,0.5,0.50659,0.2533,2.20216,20.2187,1.59329,0.000103046,0.000103046,0.000103046
22,27.2409,1.85067,6.44726,1.68422,0.58101,0.5,0.50659,0.2533,2.20216,20.2187,1.59329,0.000105534,0.000105534,0.000105534
23,28.6166,1.96487,4.45276,1.7796,0.90585,0.5,0.50189,0.30114,1.94499,14.6881,1.34305,0.000107768,0.000107768,0.000107768
24,29.8994,1.64175,5.31531,1.48892,0.90585,0.5,0.50189,0.30114,1.94499,14.6881,1.34305,0.000109748,0.000109748,0.000109748
25,31.2634,1.61623,7.74385,1.39694,0.86213,0.5,0.5575,0.32209,1.8132,10.4118,1.27988,0.000111474,0.000111474,0.000111474
26,32.5307,1.65864,4.32743,1.50902,0.86213,0.5,0.5575,0.32209,1.8132,10.4118,1.27988,0.000112947,0.000112947,0.000112947
27,34.028,1.69528,4.71957,1.55995,0.60457,0.5,0.60611,0.40314,1.61222,7.96738,1.24659,0.000114166,0.000114166,0.000114166
28,35.4063,1.47262,4.02144,1.27827,0.60457,0.5,0.60611,0.40314,1.61222,7.96738,1.24659,0.000115131,0.000115131,0.000115131
29,36.7753,1.72945,4.9238,1.40274,0.48463,0.95388,0.745,0.47244,1.58323,6.17749,1.2402,0.000115842,0.000115842,0.000115842
30,38.1053,1.34395,3.71696,1.21077,0.48463,0.95388,0.745,0.47244,1.58323,6.17749,1.2402,0.0001163,0.0001163,0.0001163
31,39.4706,1.61956,4.51854,1.39201,0.66249,1,0.82833,0.51562,1.55761,4.60847,1.24006,0.000116504,0.000116504,0.000116504
32,40.8704,1.53257,3.546,1.44142,0.66249,1,0.82833,0.51562,1.55761,4.60847,1.24006,0.000116454,0.000116454,0.000116454
33,42.2375,1.27466,3.30007,1.2026,0.65296,1,0.82833,0.53028,1.57002,4.20614,1.22256,0.00011615,0.00011615,0.00011615
34,43.5395,1.34669,3.24787,1.32261,0.65296,1,0.82833,0.53028,1.57002,4.20614,1.22256,0.000115592,0.000115592,0.000115592
35,44.8856,1.39586,3.95867,1.28265,0.65388,1,0.82833,0.51425,1.53858,3.69221,1.19832,0.000114781,0.000114781,0.000114781
36,46.0563,1.39753,3.33123,1.26279,0.65388,1,0.82833,0.51425,1.53858,3.69221,1.19832,0.000113716,0.000113716,0.000113716
37,47.2739,1.21295,3.41605,1.18717,0.64719,1,0.82833,0.56468,1.50768,3.04535,1.19262,0.000112397,0.000112397,0.000112397
38,48.562,1.58805,3.8037,1.39292,0.64719,1,0.82833,0.56468,1.50768,3.04535,1.19262,0.000110824,0.000110824,0.000110824
